ProductReference,CompanyID,CompanyName,CompanyTypeID,CompanyType,Sequence,Address1,Address2,Address3,CityName,StateName,Zip,CountryName,Phone1,Phone2,Fax1,Fax2,MainEmail,WebAddress
93860,89808,Banco BNP Paribas Brasil SA,1,Management Firm,1,Av Pres Jucelino Kubischek 510,,,Sao Paulo,,04543 0,Brazil,,,,,,www.bnpparibas.com.br/v2/index.asp
93865,89809,Emerald Gestao De Investimentos LTDA,2,Investment Advisor,1,"Ave-Paulista, N 2100",,,Sao Paulo,,,Brazil,,,,,,
93020,89810,Deccan Value Investors LP,1,Management Firm,1,One Fawcett Place,,,Greenwich,Connecticut,06830,United States,+1 203 983 7200,,+1 203 983 5595,,reporting@deccanvalue.com,
93968,89812,CRV Distribuidora De Titulos E Valores Mobiliarios SA,1,Management Firm,1,Ave Presidente Juscelino Kubitschek,Bloco A (parte),Bairro Vila Olimpia,Sao Paulo,,04543-0,Brazil,,,,,,
93898,89813,Opportunity Logica Gestao de Recursos Ltda,2,Investment Advisor,1,Av. Presidente Wilson 231,29 andar (Parte),Centro,Rio De Janeiro,,CEP 200,Brazil,+55 213 804 3800,,,,ouvidoria@opportunity.com.br,www.opportunity.com.br
89803,89814,Itaucard Financeira SA Credito Financiamento,1,Management Firm,1,,,,,,,Brazil,,,,,,www.itau.com.br
91054,89815,GDX Investimentos SA,2,Investment Advisor,1,Rua Doutor Renato Paes de Barros,"nº 750, conjuntos 151","152 e 153, Itaim Bibi",Sao Paulo,,,Brazil,,,,,,
93909,89816,BRL Trust Servicos Fiduciarios e Participacoes Ltda,1,Management Firm,1,Rua Tabapua 1123,,,Sao Paulo,,04533 0,Brazil,+11 287 236 30,,,,,www.brltrust.com.br
94016,89817,Firethorn Capital Management LLC,1,Management Firm,1,"143 First Street., Suite 205",,,Batavia,Illinois,60510,United States,+1 630 761 3030,,+1 630 761 1803,,firethorn@firethorncapital.com,www.firethorncapital.com
94068,89819,Nexar Fund Management (Ireland) Limited,1,Management Firm,1,33 Sir John Rogerson?s Quay,,,Dublin,,,Ireland,+33 175 771 830,,,,NexarEUInvestorServices@nexarcap.com,www.nexarcapital.com
94068,89820,Nexar Capital SAS,2,Investment Advisor,1,16 ter avenue Bosquet,,,,,75007,France,,,,,,
94072,89825,Investicni spolecnost Ceske sporitelny a.s.,1,Management Firm,1,Evropska 2690/17,Praha 6 - Dejvice,,,,160 00,Czech Republic,+420 222 180 111,,+420 222 180 140,,iscs@iscs.cz,www.iscs.cz
83163,89836,Guardian Fund Management LLC,1,Management Firm,5,3455 Peachtree Rd. NE,Suite 501,,Atlanta,Georgia,30326,United States,+1 404 995 7089,,,,info@guardianfundmanagement.com,
77621,89837,Sturgeon Capital Ltd,1,Management Firm,1,4 Bourlet Close,Westminster,,London,,W1W 7BJ,United Kingdom,+44 207 255 1001,,,,,www.sturgeoncapital.com
94115,89840,Smart Private Managers S.A.,1,Management Firm,1,rue de l'Eau 2,,,,,L-1449,Luxembourg,+35 226 478 499,,,,,www.smart-pm.lu
92601,89841,Kerrisdale Capital Management LLC,1,Management Firm,1,"575 Madison Avenue, 7th Floor",,,New York,New York,10022,United States,+1 212 792 9789,,+1 212 531 6153,,,
94119,89842,Tanglin Asset Management AB,1,Management Firm,1,Tunnelgatan 5,,,Stockholm,,111 37,Sweden,+46 8 545 28550,,+46 8 611 8310,,info@tanglin.se,http://www.tanglin.se
76334,89846,Stiven and Rond Agency Ltd,11,Underwriter/Sponsor,1,P.O. Box 107,Oceanic House,Duke Street Grand Turk,,,,Turks And Caico,,,,,,
94134,89848,UAB Investiciju portfeliu valdymas,1,Management Firm,1,P.Luksio Str. 32,Vilnius,Lithuanin,None,,LT-0822,Lithuania,+370 5 274 7016,,+370 5 274 7018,,,www.ipv.lt
94134,89850,Orion Asset Management JSC,2,Investment Advisor,1,"A.Tumeno g.4, B corpus",Vilnius,,,,LT-0110,Lithuania,+370 5 204 1541,,+370 5  204 1542,,info@axiavaluefund.com,www.axiavaluefund.com
37335,89858,Avoca Capital Holdings (UK Branch),1,Management Firm,1,"Level 9, Tower 42, 25 Old Broad Street,",,,London,,EC2N 1H,United Kingdom,+44 203 100 2300,,+44 203 100 2399,,info@avocacapital.ie,www.avocacapital.com
91702,89859,Lemanik Asset Management Luxembourg SA,1,Management Firm,1,"41, op Bierg",,,Luxembourg,,L-8217,Luxembourg,+ 352 26 39 6000,,+ 352 26 39 6002,,,
91702,89860,Adapto Advisors AB,2,Investment Advisor,1,Oxtorgsgatan 4,,,Stockholm,,111 57,Sweden,+ 46 8 789 07 30,,+ 46 8 789 07 31,,info@adapto.se,www.adapto.se
94163,89861,Brinker Capital,1,Management Firm,1,1055 Westlakes Drive,Suite 250,,Baar,Pennsylvania,19312,United States,+1 610 407 5500,+1 610 407 8305,,,smcfall@brinkercapital.com,www.brinkercapital.com
92703,89866,Twin Tree  Management LP,2,Investment Advisor,1,"3131 McKinney Avenue, Suite 700",,,Dallas,Texas,75204,United States,,+1 214 979 2306,,,,
92703,89867,The Hammerstone Group,1,Management Firm,1,90 POst Rd W,,,Westport,Connecticut,06880,United States,+1 646 415 8403,,+1 646 607 3394,,hannah@thehammerstone.com,www.thehammerstone.com
91827,89870,Alandsbanken Sverige AB,2,Investment Advisor,1,,,,Stockholm,,,Sweden,+46 8 791 46 36,+46 8 791 36 99,,,kundservice@alandsbanken.se,
91827,89871,Alpha Management Company S.A.,1,Management Firm,1,19 rue de Bitbourg,,,,,L-1273,Luxembourg,+352 26 00 21 425,,,,kundservice@alandsbanken.se,
93319,89876,RCM General Partner Inc.,1,Management Firm,1,Suite 3830,181 Bay St.,Bay Wellington Tower,Toronto,Ontario,M5J2T3,Canada,+1 416 309 2199,,+1 416 309 2196,,mruscetta@rcmpartners.ca,
92943,89878,Sabal Capital Management LLC,1,Management Firm,1,"233 Wilshire Blvd., Suite 300",,,Santa Monica,California,90401,United States,+1 310 598 7576,,,,,
92281,89879,SRA Alliance Pty Ltd,1,Management Firm,1,354 King William Street,Adelaide,,None,,SA 5000,Australia,+61 8 8410 7311,,+61 8 8410 7355,,,www.sra-alliance.com
94084,89880,VISIO Asset Management,1,Management Firm,1,Aleksanterinkatu 21 H,,,Helsinki,,00100,Finland,+358 29 1934 401,,+358 29 1934 409,,,www.vam.fi
89114,89884,Katarsis Capital Advisors SA,2,Investment Advisor,1,"Via Peri, 4",6900 Lugano,,,,,Switzerland,+41 91 261 38 51,,+41 91 261 38 69,,alberto@katarsiscapital.ch,
89114,89885,Eskatos Capital Management Sarl,1,Management Firm,1,"20, Boulevard Emmanuel Servasis",,,Luxembourg,,L-2535,Luxembourg,+41 91 261 38 51,+352 24 88 84 10,+352 24 88 84 91,,info@eskatoscapital.lu,
94273,89889,JK Capital Management Ltd,1,Management Firm,1,"Suite 1101, Chinachem Tower,",34-37 Connaught Road Central,,Hong Kong,,,Hong Kong,+852 2 523 8020,,+852 2 523 4142,,info@jkcapitalmanagement.com,www.jkcapitalmanagement.com
74783,89894,Bennelong Funds Management Ltd,1,Management Firm,1,"Ground Level, 9 Queen Street",,,Melbourne,,VIC 300,Australia,+61 396 170 444,,+61 396 170 400,,client.services@bennfundsmanagement.com.au,www.bennfundsmanagement.com.au
94275,89895,Bennelong Long Short Equity Management Pty Ltd,2,Investment Advisor,1,"Bennelong House, Ground Floor",9 Queen Street,,Melbourne,,3000,Australia,+61 396 170 444,,+61 396 170 400,,client.services@bennfundsmanagement.com.au,www.bennfundsmanagement.com.au
94278,89896,sCorevalue lu-sicav-sif,1,Management Firm,1,Place du Molard 3,,,Geneva,,1204,Switzerland,+41 223 184 823,,,,info@scorevalue.com,www.scorevalue.com
94278,89897,Steenman Asset Management SA,2,Investment Advisor,1,3 place du Molard,,,Geneva,,CH-1204,Switzerland,,,,,,
94202,89899,Camargue Capital Management LLP,1,Management Firm,1,21 Cork Street,,,London,,W1S 3LZ,United Kingdom,+4 4 207 292 8286,,,,,www.camarguecapital.com
94188,89900,Sandbourne Asset Management Ltd,1,Management Firm,1,4 Acorn Business Park,Ling Road,"Poole, Dorset",None,,BH12 4N,United Kingdom,,,,,,
55891,89901,Kahlenberg Capital AG,2,Investment Advisor,1,Im Hasenacker 32,Schaan,,None,,FL-9494,Liechtenstein,+ 423 2311 737,,,,team@kahlenber-capital.com,
92833,89902,1015 Asset Management LLC,1,Management Firm,1,91 Laurel Circle,,Newtown,None,Pennsylvania,18940,United States,+1 610 357 6341,,+1 267 395 2896,,,
91032,89907,Petra Personal Trader CTVM S.A.,1,Management Firm,1,"Ruas Pasteur, 463 11 andar Batel","Curitiba, PR",,,,,Brazil,,,,,,www.personaltrader.com.br
94344,89912,MARS Capital S.A.,1,Management Firm,1,17 Rue du Cendrier,,,Geneva,,1204,Switzerland,,,,,ir@mars-cap.com,www.mars-cap.je
94348,89915,Blue Sky Water Partners Pty Limited,1,Management Firm,1,"2nd Floor, Port Office Suites","40 Edward Street, Brisbane",PO Box 15515,None,,QLD 400,Australia,+61 7 3270 7500,,+61 7 3270 7599,,investorservices@blueskyfunds.com.au,
87361,89920,Maritime Capital LLC,1,Management Firm,1,45 Broadway 32nd Floor,,,New York,New York,10006,United States,+1 646 912 8721,,+1 801 650 5572,,info@maritimeLP.com,www.maritimeLP.com
85692,89924,"Global Strategies Investment Management, LLC",2,Investment Advisor,1,11111 Santa Monica Boulevard,Suite 1800,,Los Angeles,California,90025,United States,,,,,,
94402,89927,MR Capital Management Ltd,1,Management Firm,1,Cricket Square,Hutchins Drive,,Grand Cayman,,KY1-111,Cayman Islands,,,,,,
94421,89929,Hatteras Alternative Mutual Funds LLC,1,Management Firm,1,"8540 Colonnade Center Drive,",Suite 401,,Raleigh,North Carolina,27615,United States,+1 919 846 2324,,+1 919 846 3433,,,
94351,89933,Contrarius Investment Management Limited,1,Management Firm,1,"No 2, The Forum",Grenville Street,St. Helier,"Jersey, Channel Islands",Delaware,JE1 4HH,United States,,,,,clientservice@contrarius.com,www.contrarius.com
94351,89934,Contrarius Investment Advisory Limited,2,Investment Advisor,1,Castle Hill House,12 Castle Hill  Windsor,,Berkshire,,SL4 1PD,United Kingdom,,,,,,
94417,89936,Ziegler Lotsoff Capital Management LLC,1,Management Firm,1,"20 North Clark, Suite 3400",,,Chicago,Illinois,60602,United States,+1 312 368 1442,,,,,
94460,89938,BNP Paribas Investment Partners (Australia) Limited,2,Investment Advisor,1,GPO Box 269,,,Sydney,,NSW 200,Australia,+618 00 267 726,,,,ip@au.bnpparibas.com,www.bnpparibas.com.au
94413,89940,Silk Road Management,2,Investment Advisor,1,,,,,,,,,,,,,
94477,89942,Acacia Capital Management Inc (China),1,Management Firm,1,Lufthansa Office Building room C310B,"50 Liangmaqiao Road, Chaoyang",Beijing 100125,Beijing,,,China,+86 10 8455 1657,,,,info@acaciamgmt.com,
71119,89943,Edmond de Rothschild Prifund,1,Management Firm,1,20 boulevard Emmanuel Servais,,,,,L ? 253,Luxembourg,+41 22 818 95 68,,,,infoprifund@bper.ch,www.edr-prifund.ch
94541,89945,Reliance Asset Management (Malaysia) Sdn Bhd,1,Management Firm,1,"Suite 5-7, Level 5",Wisma UOA II,Jalan Pinang,Kuala Lumpur,,50450,Malaysia,,,,,,
94541,89948,Islamic Banking and Finance Institute Malaysia Sdn Bhd,2,Investment Advisor,1,"3rd Floor, Dataran Kewangan Darul Takaful,","Jalan Sultan Sulaiman,",,Kuala Lumpur,,50000,Malaysia,,,,,,
83005,89952,Aros Capital Partners Ltd,1,Management Firm,1,33 Cork Street,,,London,,W1S 3NQ,United Kingdom,+44 207 183 5570,,+44 207 183 5569,,info@aroscap.com,
83005,89953,Aros Capital Partners LLP,2,Investment Advisor,1,33 Cork Street,W1S 3NQ,,London,,W1S 3NQ,United Kingdom,+44 207 183 5567,,+44 207 183 5569,,oystein@aroscap.com,
94550,89955,Patronus Select Ltd,1,Management Firm,1,c/o Trinity Fund Administration (Cayman) Ltd.,"P.O. Box 10364, Harbour Place,",103 South Church Street,Grand Cayman,,KY1-100,Cayman Islands,,,,,,
89206,89959,Madra Asset Management LLC,1,Management Firm,1,315 Park Avenue,Suite 2E,,Glencoe,Illinois,60022,United States,+1 847 786 4084,,,,des@madraasset.com,
85997,89961,First Eagle Investment Management LLC,1,Management Firm,1,1345 Avenue of the Americas,,,New York,New York,10105,United States,+1 212 698 3396,,,,,
94559,89962,Advance Asset Management Limited,1,Management Firm,1,Level 5,182 George Street,,Sydney,,NSW 200,Australia,+61 8 9415 5655,,+61 8 9481 4318,,investorservices@advance.com.au,www.advance.com.au
94570,89963,Red Sky Capital Management Ltd,1,Management Firm,1,Brookfield Place,"181 Bay Street, Suite 900",,Toronto,Ontario,,Canada,+1 416 642 2209,,+1 416 642 0929,,info@redskycm.com,www.redskycm.com
94586,89964,Prosiris Capital Management LP,1,Management Firm,1,"529 Fifth Avenue, 8th Floor",,,New York,New York,10017,United States,+1 212 291 7120,,,,info@prosiris.com,
94585,89966,Shadowfax Capital Partners Limited,1,Management Firm,1,4th Floor Scotia Centre,"P.O. Box 268, George Town",,Grand Cayman,,KY1-110,Cayman Islands,,,,,,
94585,89967,Shadowfax Asset Management Limited,2,Investment Advisor,1,"Suite 2503, 25/F, Tower One, Lippo Centre",89 Queensway,,Hong Kong,,,Hong Kong,,,,,,
94604,89974,Amerprise Investments,2,Investment Advisor,1,1517 Ameriprise Financial Center,,,Minneapolis,Minnesota,55474-0,United States,+1 612 369 1116,,,,,
94604,89975,Andrew Arroyo Investments LLC,1,Management Firm,1,1020 Prospect St. Suite 250,,,La Jolla,California,92037,United States,+1 619 224 3863,,+1 858 720 1166,,vip@andrewarroyo.com,
94603,89984,Verno Investment Management Limited,1,Management Firm,1,Ugland House,PO Box 309,Grand Cayman,Grand Cayman,None,KY1-110,Cayman Islands,,,,,ir@verno-capital.com,
94603,89985,Verno Advisers AG,2,Investment Advisor,1,8834 Schindellegi,Schwyz,,None,,,Switzerland,,,,,,
94603,89986,Verno Investment Research Limited,3,Sub Advisor,1,"Evagorou, 27","Irini Building, 5th Floor, Fla","P.C. 1066,  Nicosia",,,,Cyprus,,,,,,
94599,89987,Profile Financial Services Pty Ltd,2,Investment Advisor,1,Level 8,261 George Street,,Sydney,,2000,Australia,+61 2 9683 6422,,+61 2 9683 4658,,admin@profileservices.com.au,www.profileservices.com.au
74161,89994,Gladstone Capital Management LLP,1,Management Firm,1,16 New Burlington Place,,,London,,W1S 2HX,United Kingdom,,,,,,
94685,90000,Maua Financas Administracao de Recursos Ltda,1,Management Firm,1,"Av. Brigadeiro Faria Lima, 2277/ CJ 1703",,,Sao Paulo,,01452-0,Brazil,+55 11 2102 0720,,+55 11 2102 0702,,,
94685,90001,GTC Sekular Administradora de Investimentos Ltda,2,Investment Advisor,1,"Rua Joaquim Floriano, 413 16º andar",,,Sao Paulo,,04534-0,Brazil,+55 11 2102 0720,,+55 11 2102 0702,,,
4126,90004,Horseman Capital Management LP,2,Investment Advisor,1,9 Chester Close,,,London,,SW1X 7B,United Kingdom,+44 207 838 7580,,,,info@horsemancapital.com,
81136,90005,Menta Capital LLC,1,Management Firm,1,One Market,Spear Street Tower,Suite 3730,San Francisco,California,94105,United States,+1 415 490 2610,,+1 415 490 2611,,,
94688,90009,Susa Fund Management LLP,1,Management Firm,1,19 Berkeley Street,,,London,,W1J 8ED,United Kingdom,+44 207 399 0971,,+44 207 399 0961,,hannah.roberts@susafund.com,
2685,90015,Boston Provident LP,1,Management Firm,1,717 Fifth Avenue,,,New York,New York,10022,United States,+1 212 421 6750,,,,,
94693,90017,Fixed Income Discount Advisory Company,2,Investment Advisor,1,"1211 Avenue of the Americas,",Suite 2902,,New York,New York,10036,United States,,,,,,
74423,90020,Northwest Investment Management (HK) Ltd,1,Management Firm,1,"11th Floor, Kinwick Centre,32 Hollywood Road",,,,,,Hong Kong,+852 3 657 5606,,,,,www.nimco.com.hk
94692,90021,ISAM (UK) Limited,2,Investment Advisor,1,52 Queen Anne Street,,,London,,W1G 8HL,United Kingdom,+44 207 258 9940,,+44 207 258 9941,,,
94692,90022,ISAM Systematic Management,1,Management Firm,1,c/o Citco Trustees (Cayman) Limited,"89 Nexus Way, Camana Bay",,Grand Cayman,,KY1-120,Cayman Islands,+1 345 949 3977,,+1 345 945 7566,,,
94814,90025,ING Investment Management LLC,1,Management Firm,1,"230 Park Avenue,",14th Floor,,New York,New York,10169,United States,+1 212 309 5969,+1 212 309 8304,,,,
94819,90027,Baochuan Capital Management LLC,1,Management Firm,1,"1515 Oakland Boulevard, Suite 280",,,Walnut Creek,California,94596,United States,+1 925 930 9498,,,,kcarter@baocap.com,
91449,90029,RBI Capital Management LLC,1,Management Firm,1,"1 Market, Spear Tower",37th Floor,,San Francisco,California,94105,United States,+1 415 490 2642,,+1 415 490 2649,,IR@RBICM.com,
90700,90031,Titanium Asset Management Limited,1,Management Firm,1,P.O Box 1110,Camden,,None,,NSW 257,Australia,+61 1300 785 276,,+61 02 4648 3069,,investments@titaniumassetmanagement.com.au,http://www.titaniumassetmanagement.com.au
94694,90035,Cheyne Capital International Limited (Bermuda),2,Investment Advisor,1,Clarendon House,2 Church Street,,Hamilton,,HM11,Bermuda,,,,,,
92281,90037,Target Risk Funds Pty Ltd,11,Underwriter/Sponsor,1,,,,,,,Australia,,,,,,
94595,90038,300 North Capital LLC,1,Management Firm,1,300 N. Lake Avenue,Suite 1120,,Pasadena,California,91101,United States,+1 626 449 8500,,,,,
73702,90042,Temujin Partners LLC,2,Investment Advisor,1,110 Greene Street,Suite 604,,New York,New York,10012,United States,+1 212 521 5180,,+1 212 521 5199,,,
94917,90045,Caravel Mangement LLC,1,Management Firm,1,888 Seventh Avenue,37th Floor,,New York,New York,10106,United States,+1 212 994 9828,,+1 212 994 9811,,klaton@caravelfunc.com,www.caravelfund.com
94850,90046,FIE Investment Management Ltd,1,Management Firm,1,"c/o Victoria Place,31 Victoria Street,",,,Hamilton,,HM10,Bermuda,+44 1 494 4044,,+44 1 294 8860,,forum.group@forum-group.com,www.forum-group.com
3075,90047,Dunbar Capital Investors LLC,1,Management Firm,1,65 E. 55th Street 35th floor,,,New York,New York,10022,United States,+1 212 754 9894,,+1 212 754 9734,,eugene@dunbarcapital.com,
94957,90048,MNJ Capital Management Pte Ltd,1,Management Firm,1,"5 Tank Road,#02-01 Nagarathar Building",,,Singapore,,238061,Singapore,+65 6 887 3706,+65 6 887 3709,,,ir@mnjcap.com,www.mnjcap.com
91554,90051,The Rutledge Group,1,Management Firm,1,"Building 22, Suite 200",,,Marina Bay,Georgia,30067,United States,+1 770 858 0001,,+1 77 858 0005,,information@rutledgeinvgrp.com,
94965,90052,MarkeTec Capital,1,Management Firm,1,12-14 Wilfred Street,,,London,,SW1E 6P,United Kingdom,+44 20 7060 6758,,,,mail@MarkeTec.co,www.marketeccapital.com
88916,90054,Waycross Partners LLC,1,Management Firm,1,455 S. 4th ST,Suite 1210,,Louisville,Kentucky,40202,United States,+1 502 410 1900,,+1 502 410 1913,,bthomas@waycorsspartners.com,www.waycrosspartners.com
95010,90056,HuaAn Asset Management HK Limited,1,Management Firm,1,"Suite 3808, 38/F, ICBC Tower, Citibank Plz",3 Garden Road,,Central,,,Hong Kong,+852 3 190 1000,,+852 2 248 2030,,Info@HuaAn.com.hk,www.huaan.com.hk
103199,90058,Schroder Investment Management (Luxembourg) SA,1,Management Firm,1,"5 rue Hoehenhof,L 1736 Senningerberg",,,,,,Luxembourg,+352 341 342 202,,+352 341 342 342,,investor.reporting@schroders.com,www.schroders.lu
89563,90059,PFA Asset Management A/S,1,Management Firm,1,Sundkrogsgade 4,2100 Copenhagen,,,,,Denmark,,,,,,
95029,90060,Mustaphalli Advisory Group LLC,1,Management Firm,1,"108-18 Queens Blvd. 6th Flr., Suite 5,",Forest Hills,,New York,,11375,United States,+1 718 268 8088,+1 718 268 8008,+1 718 268 8009,,DMUSTAPHALLI@MAG-RIA.COM,www.MAG-RIA.com
72097,90062,PRIM Finance SA,1,Management Firm,1,"41, boulevard des Capucines",,,Paris,,75002,France,+33 1 42 97 9120,,+33 1 42 97 9129,,prim@prim-finance.com,www.prim-finance.com
76913,90063,Double Haven Capital Ltd,1,Management Firm,1,c/o DragonBack Capital Limited,"Level 41, 4102-08","248 Queen?s Road East, Wan Cha",,,,Hong Kong,,,,,,
56634,90064,MCP Capital Management (Cayman) Limited,1,Management Firm,1,"P.O. Box 309, Ugland House",,,Grand Cayman,,KY1-110,Cayman Islands,,,,,,
94959,90065,EFMI Limited,1,Management Firm,1,La Motte Chambers,St Helier,,None,,JE1 1BJ,Jersey,,,,,,
94589,90066,Juggernaut Capital Management Pte. Ltd.,1,Management Firm,1,"#39-02, OCBC Building,65 Chulia Street",,,,,049513,Singapore,+65 6 311 0973,,,,,
92201,90067,QQM Fund Management AB,1,Management Firm,1,"Jakobsbergsgatan 13, plan 10",,,Stockholm,,111 44,Sweden,+46 8 411 7580,,+46 8 5511 5828,,info@qqm.se,www.qqm.se
77882,90068,Moneda Latin American Fund PCC Limited,1,Management Firm,1,Second Floor,Regency Court,Glategny Esplanade,St Peters Port,,,Guernsey,+56 2 337 7938,,+56 2 337 7999,,FUreta@moneda.cl,www.moneda.cl
77882,90069,Moneda International Inc. (British Virgin Island),2,Investment Advisor,1,"CITCO Building, Wickhams Cay",P.O. Box 662,Road Town,Tortola,,,Virgin Islands,+56 2 337 7938,,+56 2 337 7999,,FUreta@moneda.cl,www.moneda.cl
95097,90070,Wermuth Asset Management GmbH (Russia),1,Management Firm,1,"Bryanskaya, 5",,,Moscow,,121059,Russian Federat,+74 955 807 300,,+74 955 807 302,,investorservices@wermutham.com,
73440,90072,InnoFusion Capital Management (Cayman) Limited,1,Management Firm,1,"PO Box 309,Ugland House",,,Grand Cayman,,KY1-110,Cayman Islands,,,,,,www.InnoFusionCapital.com
73440,90073,InnoFusion Capital Management Limited,2,Investment Advisor,1,"Suite 1906, 19/F, The Centrium",60 Wyndham Street,,Central,,,Hong Kong,,,,,,www.innofusioncapital.com
